Condition,Sex,Age,Location,Measure_daly,Unit_daly,Forecast Scenario_daly,Year,Value_daly,Lower_daly,Upper_daly,Data Suite_daly,DA_daly,Measure_prev,Unit_prev,Forecast Scenario_prev,Value_prev,Lower_prev,Upper_prev,Data Suite_prev,DA_prev
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2040,0.00128102020928063,0.000870915231325507,0.0017910425917369,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00695196029625469,0.00581795469463564,0.00826209430558276,GBD,Other
Autism spectrum disorders,Both,All Ages,France,DALYs,"Rate (per 100,000)",Reference,2041,0.00147628754437918,0.00101409457674641,0.0020615206996444,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.008021290601089831,0.00665315078873629,0.00952946109092755,GBD,Other
Autism spectrum disorders,Both,All Ages,Spain,DALYs,"Rate (per 100,000)",Reference,2041,0.0017292679357061602,0.0012051504358192,0.00236808713668313,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00937605580591397,0.00787244272529286,0.0110008760333268,GBD,Other
Autism spectrum disorders,Both,All Ages,Germany,DALYs,"Rate (per 100,000)",Reference,2041,0.0014997448090170202,0.00103638014834182,0.00207886685494937,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00815005609145881,0.0067250835744779,0.0097381629950733,GBD,Other
Autism spectrum disorders,Both,All Ages,Italy,DALYs,"Rate (per 100,000)",Reference,2041,0.0016153237234431798,0.00111711535284918,0.0022580132879437,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00883886548838325,0.00738272779477384,0.0104777146987493,GBD,Other
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2041,0.00127999218296059,0.000870158145508818,0.00178914284816154,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.006947152040382,0.00581303649015836,0.008255712302821799,GBD,Other
Autism spectrum disorders,Both,All Ages,France,DALYs,"Rate (per 100,000)",Reference,2042,0.00147511667920261,0.0010131466066320399,0.0020596008697724598,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.008015722096275171,0.00664813068548072,0.009522091854908321,GBD,Other
Autism spectrum disorders,Both,All Ages,Spain,DALYs,"Rate (per 100,000)",Reference,2042,0.00172719634020786,0.00120355308216153,0.00236474872409912,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00936568179346091,0.00786030120666314,0.010987733486242901,GBD,Other
Autism spectrum disorders,Both,All Ages,Germany,DALYs,"Rate (per 100,000)",Reference,2042,0.0014987444826046101,0.00103575496423348,0.0020778503315884603,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.008144890690046331,0.00672149575263056,0.009731786326974471,GBD,Other
Autism spectrum disorders,Both,All Ages,Italy,DALYs,"Rate (per 100,000)",Reference,2042,0.00161168783347095,0.00111456996269778,0.0022521294357895597,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00882114540767626,0.00736677556240857,0.0104557160060803,GBD,Other
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2042,0.00127903457900003,0.000869546679729782,0.00178731509932264,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00694267742312635,0.005808884230823009,0.00824940357740787,GBD,Other
Autism spectrum disorders,Both,All Ages,France,DALYs,"Rate (per 100,000)",Reference,2043,0.0014740705659915302,0.00101214728183746,0.0020578114905706203,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00801081061482339,0.006643870813727371,0.00951537039649346,GBD,Other
Autism spectrum disorders,Both,All Ages,Spain,DALYs,"Rate (per 100,000)",Reference,2043,0.0017250567023185499,0.00120192407409916,0.0023611265501185,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.009354911550309741,0.00784761336481087,0.0109732263881952,GBD,Other
Autism spectrum disorders,Both,All Ages,Germany,DALYs,"Rate (per 100,000)",Reference,2043,0.00149786689792934,0.00103531940588094,0.00207695671189219,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00814027431159148,0.006718148589597409,0.00972590358064862,GBD,Other
Autism spectrum disorders,Both,All Ages,Italy,DALYs,"Rate (per 100,000)",Reference,2043,0.00160801658792847,0.0011119410672878,0.0022461956474911803,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.008803133900142951,0.00735067705635285,0.010434713075067,GBD,Other
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2043,0.00127810699903886,0.0008689194478119281,0.0017856156915601,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00693832895764893,0.00580517570063305,0.00824378683365606,GBD,Other
Autism spectrum disorders,Both,All Ages,France,DALYs,"Rate (per 100,000)",Reference,2044,0.00147315352001763,0.00101122017537413,0.00205618654960284,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00800659061429638,0.0066400101612533,0.00951103075277227,GBD,Other
Autism spectrum disorders,Both,All Ages,Spain,DALYs,"Rate (per 100,000)",Reference,2044,0.001722989063452,0.0012003037513602,0.0023586608765598298,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00934441489252842,0.0078360196330341,0.0109593470523271,GBD,Other
Autism spectrum disorders,Both,All Ages,Germany,DALYs,"Rate (per 100,000)",Reference,2044,0.00149718507416904,0.00103502214389806,0.00207633760052177,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00813662012604521,0.00671590002625264,0.00972074134735183,GBD,Other
Autism spectrum disorders,Both,All Ages,Italy,DALYs,"Rate (per 100,000)",Reference,2044,0.00160438210042118,0.00110920415674023,0.00224087524610157,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.008785222140256139,0.00733445014108,0.0104148571599818,GBD,Other
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2044,0.00127723487523565,0.00086822023632687,0.0017842218450286002,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.0069342440410515,0.005801880628103001,0.008238597751385551,GBD,Other
Autism spectrum disorders,Both,All Ages,France,DALYs,"Rate (per 100,000)",Reference,2045,0.00147237091795023,0.0010104396076044701,0.00205468478328391,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00800311812973966,0.00663679164853475,0.00950772445063109,GBD,Other
Autism spectrum disorders,Both,All Ages,Spain,DALYs,"Rate (per 100,000)",Reference,2045,0.00172109985533821,0.0011986236329076501,0.0023565890739561898,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00933475690349567,0.00782498341378789,0.010948170215316199,GBD,Other
Autism spectrum disorders,Both,All Ages,Germany,DALYs,"Rate (per 100,000)",Reference,2045,0.00149674448882468,0.00103489780767222,0.00207611468791263,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.008134189500849199,0.0067148429807753,0.00971688578865702,GBD,Other
Autism spectrum disorders,Both,All Ages,Italy,DALYs,"Rate (per 100,000)",Reference,2045,0.0016009305925142102,0.0011064634767767,0.0022358678077204997,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.008768158268721949,0.00731857376252524,0.010395974938542699,GBD,Other
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2045,0.0012764321807909801,0.00086761797901271,0.00178310354728395,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.006930509707349209,0.00579846824969429,0.00823362562421116,GBD,Other
Autism spectrum disorders,Both,All Ages,France,DALYs,"Rate (per 100,000)",Reference,2046,0.00147171418908753,0.00100979408530042,0.00205344533632412,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00800035169525771,0.00663420293187737,0.00950484806141869,GBD,Other
Autism spectrum disorders,Both,All Ages,Spain,DALYs,"Rate (per 100,000)",Reference,2046,0.0017193489008107599,0.00119651904516689,0.0023537422673386103,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00932584112555654,0.007815146852407941,0.010933784708323999,GBD,Other
Autism spectrum disorders,Both,All Ages,Germany,DALYs,"Rate (per 100,000)",Reference,2046,0.0014966002555295,0.00103491524719323,0.00207621158804929,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00813330597590704,0.00671453011504438,0.00971527279395443,GBD,Other
Autism spectrum disorders,Both,All Ages,Italy,DALYs,"Rate (per 100,000)",Reference,2046,0.00159775494309362,0.00110403978553648,0.00223110569202338,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.0087523934918473,0.007302478713220341,0.0103774827587866,GBD,Other
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2046,0.0012757239548773802,0.000867290727834569,0.0017819130104975202,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00692726375691468,0.00579523175083291,0.00822921776768375,GBD,Other
Autism spectrum disorders,Both,All Ages,France,DALYs,"Rate (per 100,000)",Reference,2047,0.0014711356167841601,0.00100914791931722,0.00205233718302157,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00799802150005036,0.00663186915423584,0.00950213409600036,GBD,Other
Autism spectrum disorders,Both,All Ages,Spain,DALYs,"Rate (per 100,000)",Reference,2047,0.00171773077969334,0.00119500291964821,0.0023518456430413203,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00931756783491902,0.00780796124012049,0.0109186850118537,GBD,Other
Autism spectrum disorders,Both,All Ages,Germany,DALYs,"Rate (per 100,000)",Reference,2047,0.0014966772272316101,0.00103499601124796,0.00207644941292719,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00813357022281024,0.0067147698860169,0.00971546793436801,GBD,Other
Autism spectrum disorders,Both,All Ages,Italy,DALYs,"Rate (per 100,000)",Reference,2047,0.00159475637231359,0.00110197253299315,0.00222627302664692,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00873742834671535,0.007288612128603949,0.0103612783412191,GBD,Other
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2047,0.00127507508154558,0.0008668670723042319,0.00178083702266424,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00692432620287942,0.0057925311731558396,0.0082246089651348,GBD,Other
Autism spectrum disorders,Both,All Ages,France,DALYs,"Rate (per 100,000)",Reference,2048,0.00147058794739489,0.0010085210794105,0.00205119437411258,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00799588877724185,0.00662970053342102,0.009499338387230669,GBD,Other
Autism spectrum disorders,Both,All Ages,Spain,DALYs,"Rate (per 100,000)",Reference,2048,0.00171617390272471,0.00119456941589569,0.0023508194793331,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00930958371982258,0.0078043408144583,0.010907769661488901,GBD,Other
Autism spectrum disorders,Both,All Ages,Germany,DALYs,"Rate (per 100,000)",Reference,2048,0.00149691775826623,0.0010351908617261,0.00207690001335893,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00813464888673546,0.0067156003706603,0.00971618629240076,GBD,Other
Autism spectrum disorders,Both,All Ages,Italy,DALYs,"Rate (per 100,000)",Reference,2048,0.0015918602941785499,0.0010999130877024101,0.00222126092087726,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00872287841921704,0.00727605359410044,0.010345499779169499,GBD,Other
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2048,0.0012744442114088,0.000866488921961087,0.00177969839403365,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.006921493381102901,0.005789274782045281,0.00821977185864506,GBD,Other
Autism spectrum disorders,Both,All Ages,France,DALYs,"Rate (per 100,000)",Reference,2049,0.00147009438826012,0.0010079466522061,0.00205033828885427,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00799407324328762,0.00662782534035514,0.00949768673752007,GBD,Other
Autism spectrum disorders,Both,All Ages,Spain,DALYs,"Rate (per 100,000)",Reference,2049,0.00171471471965005,0.00119414711647636,0.00234955503587949,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00930213585243225,0.00780164686473187,0.0108987146012526,GBD,Other
Autism spectrum disorders,Both,All Ages,Germany,DALYs,"Rate (per 100,000)",Reference,2049,0.0014973664617279599,0.0010353931516963399,0.00207755476131424,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00813681212423901,0.00671716555953355,0.009719011461927999,GBD,Other
Autism spectrum disorders,Both,All Ages,Italy,DALYs,"Rate (per 100,000)",Reference,2049,0.0015891650936978,0.0010978980081905,0.00221664969596848,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00870929448530634,0.00726383061265455,0.010328698427322399,GBD,Other
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2049,0.00127386800720895,0.00086608636481425,0.00177867024446012,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00691895339754396,0.0057863685123837,0.00821536287942532,GBD,Other
Autism spectrum disorders,Both,All Ages,France,DALYs,"Rate (per 100,000)",Reference,2050,0.0014696642257001301,0.00100748267145257,0.00204977829166203,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00799262881140844,0.006626203116977,0.00949676685061284,GBD,Other
Autism spectrum disorders,Both,All Ages,Spain,DALYs,"Rate (per 100,000)",Reference,2050,0.00171349687945964,0.0011939139187366,0.00234885809948256,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00929591515180992,0.00779532107011574,0.0108901003656807,GBD,Other
Autism spectrum disorders,Both,All Ages,Germany,DALYs,"Rate (per 100,000)",Reference,2050,0.0014980142694178901,0.00103553151959322,0.00207834313557708,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00814004536745726,0.006719543747040729,0.00972321045380143,GBD,Other
Autism spectrum disorders,Both,All Ages,Italy,DALYs,"Rate (per 100,000)",Reference,2050,0.0015867570159709002,0.00109593229552056,0.00221243430586903,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00869716332511931,0.0072532320533019905,0.0103129683228145,GBD,Other
Autism spectrum disorders,Both,All Ages,United Kingdom,DALYs,"Rate (per 100,000)",Reference,2050,0.00127336348737931,0.0008656981892023709,0.0017781443742274998,GBD,Other,Prevalence,"Rate (per 100,000)",Reference,0.00691679789918125,0.005784433363911009,0.00821250329539813,GBD,Other
